sample,Category,TRAJ1,TRAJ10,TRAJ11,TRAJ12,TRAJ13,TRAJ14,TRAJ15,TRAJ16,TRAJ17,TRAJ18,TRAJ19,TRAJ2,TRAJ20,TRAJ21,TRAJ22,TRAJ23,TRAJ24,TRAJ25,TRAJ26,TRAJ27,TRAJ28,TRAJ29,TRAJ3,TRAJ30,TRAJ31,TRAJ32,TRAJ33,TRAJ34,TRAJ35,TRAJ36,TRAJ37,TRAJ38,TRAJ39,TRAJ4,TRAJ40,TRAJ41,TRAJ42,TRAJ43,TRAJ44,TRAJ45,TRAJ46,TRAJ47,TRAJ48,TRAJ49,TRAJ5,TRAJ50,TRAJ51,TRAJ52,TRAJ53,TRAJ54,TRAJ56,TRAJ57,TRAJ58,TRAJ59,TRAJ6,TRAJ60,TRAJ61,TRAJ7,TRAJ8,TRAJ9
BW_15__TRA.csv,cancer,,0.0139190123221393,0.0097321861270666,0.0062842116134772,0.0165010208864631,,0.0155476638780974,0.0118454608289439,0.0114243948169157,0.0040914904942361,,,0.0180184474581118,0.0090171683707923,0.026614549816876,0.03808661248421,0.00379753874999,7.150177562742808e-05,0.0109636055962056,0.0097401307688029,0.0169459208237004,0.0203144489199259,0.0640099784700208,0.0146737532870955,0.0026058424895329,0.0108762145371054,0.0275996853921872,0.0203700614120806,0.0041153244194453,0.0074123507400433,0.0164692423195176,0.0042106601202818,0.0180978938754756,0.0109636055962056,0.0544207958942091,0.0140143480229759,0.0464125970239372,0.0255499678242009,0.0120917447227717,0.0334389970684272,0.0003575088781371,0.0131086588650284,0.0319851276306695,0.0329940971311898,0.0832280668303262,0.0040517672855542,,0.0470878915715295,0.0145545836610498,0.0137362855622025,0.0048780100261378,0.0066099419246689,0.0079366970946445,,0.0382216713937285,,4.766785041828539e-05,0.0049574564435016,0.0121235232897172,0.0538726156143988
BW_13__TRA.csv,cancer,,0.0165536056628815,0.0124059873175047,0.0084980091431942,0.0173278277540185,1.8433859312785724e-05,0.0192265152632355,0.0148023890281669,0.0124797227547559,0.0060094381359681,,,0.0217703878483999,0.0104519982303495,0.0282591063265005,0.0364990414393157,0.0047190679840731,7.37354372511429e-05,0.0143968441232856,0.0114474266332399,0.0173831293319569,0.0179177112520277,0.0637627193629258,0.0158899867276212,0.0028756820527945,0.0123322518802536,0.0287568205279457,0.0226736469547264,0.0050877451703288,0.0084427075652558,0.0168301135525733,0.0052352160448311,0.0173646954726441,0.0132539448458929,0.0414024480165167,0.0120926117091874,0.0400199085680578,0.023484736764489,0.013419849579708,0.0325541955463795,0.0005898834980091,0.0110234478690458,0.0286830850906945,0.0308398466302905,0.0734773632207639,0.0042582215012535,,0.0352086712874207,0.0165720395221943,0.0140097330777171,0.0052352160448311,0.0079818610824362,0.0082952366907535,,0.0558361598584279,1.8433859312785724e-05,3.686771862557145e-05,0.006709924789854,0.014452145701224,0.0410522046895738
BW_12__TRA.csv,cancer,,0.0232975066359166,0.0128105826552369,0.0093990687959618,0.0198946956181193,1.7405682955484965e-05,0.0203385405334841,0.0089726295635524,0.0157695487576693,0.0079369914277011,8.702841477742482e-06,,0.032983769200644,0.0193029023976328,0.0166833471128323,0.023924111222314,0.0124624689961272,2.610852443322745e-05,0.0142378486575867,0.0139158435229102,0.0127409599234149,0.0211043905835255,0.019938209825508,0.016187285148601,0.0091727949175405,0.0116095905313084,0.0203472433749619,0.0225577651103085,0.0054131673991558,0.0111309342500326,0.0241329794177799,0.0074409294634698,0.0231930725381837,0.0177712022975501,0.0217135894869674,0.0053087333014229,0.0369087507071058,0.0233584265262608,0.0266219920804142,0.0454723467212044,0.000469953439798,0.0122274922762281,0.0432183107784691,0.0293807928288586,0.0140637918280318,0.0132196162046908,8.702841477742482e-06,0.1005178190679256,0.0240285453200469,0.0181715330055263,0.011557373482442,0.0168399982594317,0.0118967843000739,,0.024803098211566,8.702841477742482e-06,6.091989034419738e-05,0.0107044950176232,0.0159697141116574,0.0187459205430573
BW_11__TRA.csv,cancer,,0.0414052115854223,0.0155945720379586,0.0098451361627152,0.0191338753052455,1.545547278291243e-05,0.016228246422058,0.0119470804611913,0.0123180118079812,0.007233161262403,,,0.0279125838459398,0.0095051157614911,0.0215758400049457,0.0185929337578436,0.0269543445333992,3.091094556582486e-05,0.0232295755927173,0.0139562919229699,0.0291026552502241,0.0284998918116905,0.0187783994312386,0.0221167815523476,0.0026737967914438,0.0117925257333621,0.0250378659083181,0.0840623164662607,0.0128125869370344,0.0107106426385583,0.0219158604061698,0.0082686779388581,0.019412073815338,0.0203548576550956,0.0179283484281784,0.0081604896293777,0.0235077741028098,0.0141726685419306,0.0244041915242187,0.0362894500942783,0.000880961948626,0.0137708262495749,0.0567370405860715,0.0260424716392074,0.01358536057618,0.004760285617137,,0.0241259930141263,0.0232759420110661,0.0128589533553831,0.0074340824085808,0.0183611016660999,0.0219467713517356,,0.0195666285431671,1.545547278291243e-05,4.636641834873729e-05,0.0041729776513863,0.0163518902043213,0.0205866897468393
BW_8__TRA.csv,cancer,,0.0112054329371816,0.1138087153367289,0.0044708545557442,0.0634125636672326,,0.0073853989813242,0.0187323146576117,0.0132710809281267,0.002405206564799,,,0.0453876627051499,0.0042161856253537,0.0131578947368421,0.0165817770232031,0.0026315789473684,2.829654782116582e-05,0.0038483305036785,0.0071873231465761,0.0065647990945104,0.004951895868704,0.0192416525183927,0.0297962648556876,0.0011884550084889,0.0038200339558573,0.0601584606677985,0.0059705715902659,0.0018958687040181,0.0058573853989813,0.0271646859083191,0.0127617430673457,0.0155631013016412,0.0090831918505942,0.0147425014148273,0.1182512733446519,0.0203452178834182,0.0064233163554046,0.0286644029428409,0.0169779286926994,0.0009903791737408,0.0040464063384267,0.0292869269949066,0.0939728353140916,0.010243350311262,0.0020939445387662,,0.0076117713638936,0.0169496321448783,0.0237973967176004,0.0014997170345217,0.011092246745897,0.0047538200339558,,0.0314657611771363,,,0.0065365025466893,0.0081211092246745,0.0103848330503678
BW_2__TRA.csv,cancer,,0.0177920157713159,0.009561360275998,0.005618531296205,0.0191720059142434,,0.0145145391818629,0.0084277969443075,0.013504189255791,0.0105717102020699,,,0.0277476589452932,0.0153770330211927,0.0164613109906357,0.0161655988171513,0.00418925579103,2.464268112370626e-05,0.0159191720059142,0.0106209955643173,0.0128634795465746,0.0253573188762937,0.0124199112863479,0.0205273533760473,0.0032774765894529,0.0110399211434204,0.0273780187284376,0.0184820108427796,0.0078610152784622,0.0250369640216855,0.0310744208969935,0.0080335140463282,0.0239526860522424,0.0069738787580088,0.0226219812715623,0.0064070970921636,0.0302365697387875,0.0137752587481518,0.0419172005914243,0.0300887136520453,0.0003449975357318,0.0093395761458846,0.0384672252341054,0.0255544603252833,0.0127156234598324,0.0062099556431739,,0.0356086742237555,0.0411286347954657,0.0658698866436668,0.0473878758008871,0.0151306062099556,0.0234105470675209,,0.0426071956628881,,2.464268112370626e-05,0.0052981764415968,0.0113849186791522,0.0345243962543124
BW_5__TRA.csv,cancer,,0.0183889298116384,0.0103388403662001,0.0063532568662527,0.018770388298432,,0.0367383984005051,0.0089840050510365,0.0179417026202251,0.0061033357886983,,,0.0544959486477954,0.0222561296432705,0.0198095338314216,0.0146006524255498,0.006313795643481,6.576870461959382e-05,0.0087472377144059,0.0117331369041355,0.0242028833000105,0.0177838577291381,0.0114963695675049,0.0165737135641376,0.0024729032936967,0.0109439124487004,0.03108228980322,0.0204935283594654,0.0071293275807639,0.0142586551615279,0.039816373776702,0.0093917710196779,0.0166131747869093,0.0177049352835946,0.0258865621382721,0.0144822687572345,0.0327396611596338,0.0136798905608755,0.0186783121119646,0.0215852888561506,0.0007629169735872,0.0083657792276123,0.0500105229927391,0.0265310954435441,0.0198095338314216,0.0184283910344101,,0.0760154687993265,0.0257550247290329,0.0454593286330632,0.0089971587919604,0.0108518362622329,0.012614437546038,,0.0232689676944122,1.3153740923918762e-05,0.0001052299273913,0.0056955698200568,0.0160081027044091,0.0226507418709881
BW_1__TRA.csv,cancer,,0.0327702273593293,0.0270439053304542,0.0070599940725686,0.0124158516448621,1.0584698759473303e-05,0.0085736059951733,0.0062449722680892,0.0139929717600237,0.0046466827554087,,1.0584698759473303e-05,0.0791629620221008,0.0077056606968965,0.0100237097252212,0.0152419662136415,0.0034294423980693,8.467759007578644e-05,0.0123311740547864,0.007335196240315,0.0119395402006858,0.0257949108768364,0.0087852999703628,0.0099707862314238,0.0024979889072357,0.0101401414115754,0.0116431686354206,0.0121935729709132,0.0055887209450019,0.0084571743088191,0.0240272661840044,0.007716245395656,0.0151784580210847,0.008901731656717,0.016056988018121,0.0062449722680892,0.0335534950675303,0.0093780431008933,0.0078432617807697,0.0135060756170879,0.0003704644565815,0.0041174478174351,0.0200050806554045,0.0136013379059231,0.3276175960032177,0.0036305516744993,8.467759007578644e-05,0.0144057750116431,0.0209259494474787,0.0080655404547186,0.0048266226343198,0.0104576823743596,0.0119077861044074,,0.0206719166772513,4.233879503789322e-05,2.116939751894661e-05,0.0037469833608535,0.0115584910453448,0.0264405775011643
GH03_W_ZXM1225__TRA.csv,healthy,,0.0187285900975093,0.0104778032956751,0.00624028580045,0.0222160360652948,7.732696159169817e-06,0.0198652964329072,0.0121944618430108,0.019764771382838,0.0091941757332529,,7.732696159169817e-06,0.0285259161311774,0.0138028626441181,0.0189219075014885,0.0174372298389279,0.0032554650830104,7.732696159169818e-05,0.013570881759343,0.0213809048801045,0.0193858692710387,0.0172825759157445,0.0282862025502431,0.0227959882772326,0.0039359423450174,0.0117305000734606,0.0524044818706938,0.0224016207731149,0.0072378036049829,0.0124883042970592,0.0337222879501395,0.0099983761338065,0.0223010957230457,0.0078718846900348,0.0602840992568879,0.0111814786461595,0.0298636725667138,0.0343486363390323,0.0209633392875093,0.0218294012573363,0.0009356562352595,0.0087147485713843,0.0763835726602794,0.0273660117073019,0.0126197601317651,0.0056216701077164,,0.0275206656304853,0.0239172292203122,0.0194863943211079,0.0098437222106231,0.0112433402154329,0.0131455834705886,,0.0275206656304853,2.319808847750945e-05,5.412887311418872e-05,0.0052041045151212,0.0156896405069555,0.0287269662313158
WJW__TRA.csv,healthy,,0.0182323856613102,0.0052533992583436,0.0397095179233621,0.0213226205191594,,0.0154511742892459,0.0078800988875154,0.0293572311495673,0.0015451174289245,,,0.0213226205191594,0.011433868974042,0.0169962917181705,0.0169962917181705,0.0064894932014833,,0.0324474660074165,0.0290482076637824,0.015142150803461,0.0207045735475896,0.0199320148331273,0.0092707045735475,0.0020086526576019,0.0032447466007416,0.0478986402966625,0.0421817058096415,0.0066440049443757,0.0109703337453646,0.0411001236093943,0.0020086526576019,0.036310259579728,0.0115883807169344,0.0230222496909765,0.0041718170580964,0.0335290482076637,0.0203955500618047,0.0125154511742892,0.0069530284301606,0.0007725587144622,0.0075710754017305,0.0282756489493201,0.0118974042027194,0.015142150803461,0.0075710754017305,,0.0202410383189122,0.074938195302843,0.0101977750309023,0.0254944375772558,0.0058714462299134,0.005407911001236,,0.0247218788627935,,,0.0064894932014833,0.0242583436341161,0.0880716934487021
GH03_W_LXZ1225__TRA.csv,healthy,8.867292106336567e-06,0.0244914607977016,0.0132299998226541,0.0191001471970489,0.0255023320978239,8.867292106336567e-06,0.0208115345735719,0.0176370439995034,0.0163424193519782,0.0080781031088726,,,0.0309468494511146,0.0166882437441254,0.0232500399028144,0.0276216149112384,0.0059144838349264,1.7734584212673135e-05,0.0123432706120205,0.0189582705233475,0.0124053416567648,0.0215741216947168,0.0230726940606877,0.0225495238264138,0.0030592157766861,0.0125206164541472,0.034937130898966,0.0326139003671058,0.0059676875875645,0.0122368631067444,0.0233387128238778,0.0070494972245375,0.0213790412683774,0.0200932839129586,0.0213967758525901,0.0113235320197917,0.0365332434781066,0.0325518293223615,0.0204568428893184,0.0210598187525493,0.0007537198290386,0.0128398389699753,0.0395835919626864,0.0275684111586003,0.0199159380708319,0.0063046446876052,8.867292106336567e-06,0.0335183641619522,0.0273644634401546,0.0188518630180715,0.0138152411016723,0.0145246244701792,0.0115274797382375,,0.04047032117332,8.867292106336567e-06,7.093833685069254e-05,0.0077411460088318,0.0177434515047794,0.0303172717115647
HL_W_LS0121__TRA.csv,healthy,1.137449383502434e-05,0.0391055098048136,0.0119773420082806,0.0063242185722735,0.0217139087310614,2.274898767004868e-05,0.0513785886528049,0.0147299695163565,0.0141498703307702,0.0117953501069202,,,0.0296305564402384,0.0158674188998589,0.0236816961645206,0.0155375585786432,0.0066427043996542,6.824696301014604e-05,0.017789708357978,0.0142636152691205,0.015446562627963,0.0236361981891805,0.0151849492697574,0.0286523499704263,0.0029004959279312,0.0108512671186132,0.0287547204149415,0.034612584739979,0.007950771190682,0.0142408662814504,0.0304836434778652,0.0086332408207834,0.0570544610764821,0.0093270849447199,0.0268438054506574,0.0087014877837936,0.0374789571864052,0.0172209836662268,0.0200532326311479,0.0248418945356931,0.0006142226670913,0.0123527003048364,0.028527230538241,0.0261385868328859,0.0340211110605578,0.007973520178352,,0.0268551799444924,0.023397333818645,0.0158446699121889,0.0083488784749078,0.0176873379134628,0.0118635970699303,,0.0200532326311479,2.274898767004868e-05,4.549797534009736e-05,0.0068246963010146,0.0203262204831885,0.0215432913235361
iRNormal_XH__TRA.csv,healthy,,0.0169845639563464,0.0185085045718218,0.0118883754465309,0.0232851571461344,8.193229115458984e-06,0.0173286795791957,0.007890079638187,0.0141988660570904,0.0077507947432241,,8.193229115458984e-06,0.0236620456854455,0.0180988431160488,0.0209091207026513,0.018066070199587,0.0042195129944613,4.915937469275391e-05,0.0206797102874184,0.0317405695932881,0.0292006685674958,0.0204093337266083,0.026365811293547,0.0243011175564513,0.0046291744502343,0.0133795431455445,0.0152475993838691,0.0275866024317504,0.0054403041326647,0.0102169567069773,0.0277996263887523,0.0079638187002261,0.0285779831547209,0.011675351489529,0.0232032248549798,0.0097499426473961,0.0384754039261953,0.0350670206141644,0.0195900108150624,0.020974666535575,0.0008848687444695,0.0102661160816701,0.0204257201848392,0.0333546357290335,0.0125192540884213,0.0060302166289778,,0.0273571920165175,0.0290941565889948,0.0166650280208435,0.0105201061842493,0.0106266181627503,0.0143299577229377,,0.0762625766066922,2.4579687346376955e-05,9.012552027004884e-05,0.0084226395306918,0.0445302002425195,0.0234654081866745
LFJ__TRA.csv,healthy,,0.016836184789207,0.0096135977898636,0.0107161882580309,0.0222376392175324,2.4777313891401038e-05,0.0195864666311525,0.0082384568688908,0.008065015671651,0.0071234777437777,,,0.0430753602002006,0.0162910838835961,0.0367695338148391,0.0221756959328039,0.0054881750269453,6.194328472850259e-05,0.0159937561168993,0.0189794224408131,0.0182361030240711,0.0186325400463335,0.0163282498544332,0.0217668702535958,0.0023786221335744,0.012450600230429,0.084676470223863,0.0275523730472379,0.0072597529701805,0.0239720511899305,0.0281346399236858,0.0080030723869225,0.0215438744285732,0.0130948103916054,0.0245543180663784,0.0067642066923524,0.0318140710365589,0.0212837126327134,0.0191776409519444,0.0202306767923289,0.0009043719570361,0.0179387752573743,0.0335360943520113,0.0396313135692959,0.014767279079275,0.0083251774675107,,0.0321981194018756,0.0329290501616719,0.0182361030240711,0.0186325400463335,0.0122647703762435,0.013565579355542,,0.0212341580049306,4.955462778280207e-05,4.955462778280207e-05,0.0080526270147053,0.0152380480432116,0.0233154523718083
BF__TRA.csv,healthy,,0.0259582726831635,0.0083697234352256,0.0069141193595342,0.0230470645317806,0.0007278020378457,0.0259582726831635,0.0052159146045608,0.0194080543425521,0.0026686074721009,,,0.0452450266860747,0.0207423580786026,0.0169820475497331,0.0223192624939349,0.0046094129063561,,0.0080058224163027,0.017224648229015,0.0209849587578845,0.0218340611353711,0.0124939349830179,0.0249878699660359,0.0014556040756914,0.0105531295487627,0.0787239204269771,0.0212275594371664,0.0081271227559437,0.0126152353226589,0.0303250849102377,0.0061863173216885,0.0200145560407569,0.0077632217370208,0.0333575934012615,0.0044881125667151,0.034570596797671,0.0377244056283357,0.0194080543425521,0.0441533236293061,,0.0112809315866084,0.0302037845705967,0.0678068898592916,0.0078845220766618,0.0082484230955846,,0.0207423580786026,0.0245026686074721,0.0157690441533236,0.012251334303736,0.0156477438136826,0.0111596312469674,,0.0145560407569141,,,0.0033964095099466,0.0145560407569141,0.0376031052886948
WDM__TRA.csv,healthy,,0.0183776812638686,0.0117586815104216,0.0078896959811861,0.0239535721736491,3.7931230678779375e-05,0.0176380222656324,0.0102983291292885,0.0151724922715117,0.0057845126785138,,,0.0268932425512545,0.0762228080490071,0.0255846150928366,0.0251673715553701,0.0048362319115443,1.8965615339389688e-05,0.0296811880061448,0.0160828418078024,0.0169552601134143,0.019079409031426,0.0193069964154987,0.0180742314184383,0.0022000113793692,0.0102793635139492,0.037134674834525,0.0222845980237828,0.0067517590608227,0.0255087526314791,0.0247121967872247,0.0093879795929978,0.0245604718645096,0.0114552316649913,0.0210518330267225,0.0084017675953496,0.0343087981489559,0.0394295142905911,0.0163862916532326,0.0172018131128264,0.0007586246135755,0.0269880706279515,0.0305915375424355,0.0288656665465511,0.0143759364272573,0.0070362432909135,,0.0397519297513607,0.027158761166006,0.0147362831187057,0.0188707872626927,0.0108293663587915,0.0125742029700153,,0.0248259904792611,5.689684601816906e-05,5.689684601816906e-05,0.0085345269027253,0.0169742257287537,0.0171449162668082
HL_W_XQF1225__TRA.csv,healthy,,0.0257578412475906,0.0104900414695403,0.011085801063022,0.0274283044214707,,0.0152911628993633,0.0088312598563168,0.0092517960399509,0.0219379709129139,,,0.0337246656153262,0.0166695870568307,0.0201623736931254,0.0163191402371356,0.0048828923544185,,0.0166812686174872,0.0154547047485544,0.0140178727878044,0.0257344781262776,0.0166228608142047,0.025208807896735,0.0025582617837743,0.012616085509024,0.0330821797792185,0.0266806845394544,0.006588400210268,0.0133520238303837,0.0257461596869341,0.0084691314759651,0.022311780853922,0.009742421587524,0.0226155014309911,0.0110974826236785,0.0582442614333274,0.0135272472402312,0.028409555516617,0.0232229425851293,0.0005840780328251,0.0147304479878511,0.0638864552304187,0.0300216108872145,0.014193096197652,0.0058641434495648,,0.039565445943578,0.0357222124875883,0.0139244203025524,0.0120670521581683,0.0149874423222942,0.0127445826762455,,0.0247649085917878,0.000280357455756,3.504468196951113e-05,0.0063197243151685,0.0163308217977921,0.0401612055370597
